lat,lon,growth_rate
-88.5,148.5,2.0746042039438635
-88.5,149.5,2.083298897651616
-88.5,150.5,2.0746936921536303
-88.5,151.5,2.0747298204228173
-88.5,152.5,2.0833970160492754
-88.5,153.5,2.083407027838689
-88.5,154.5,2.083262098899411
-88.5,155.5,2.0745655744402143
-88.5,156.5,2.074628676755367
-88.5,157.5,2.074692390569908
-88.5,158.5,2.0833895295168645
-88.5,159.5,2.083420462411766
-88.5,160.5,2.0835112616279616
-88.5,161.5,2.083501954997928
-88.5,162.5,2.075038858128039
-88.5,163.5,2.083671348829228
-88.5,164.5,2.084016998995878
-88.5,165.5,2.0840952870992737
-88.5,166.5,2.0758035430682757
-88.5,167.5,2.0842412920395645
-88.5,168.5,2.08429660698738
-88.5,169.5,2.0760417379910336
-88.5,170.5,2.076115512726972
-88.5,171.5,2.076199983197398
-88.5,172.5,2.0844601016098068
-88.5,173.5,2.076348749906174
-88.5,174.5,2.084594059628841
-88.5,175.5,2.08462839758522
-88.5,176.5,2.0847041819027936
-88.5,177.5,2.0848177040286373
-88.5,178.5,2.07673549326978
-88.5,179.5,2.076817592691839
-87.5,-179.5,2.077441430519002
-87.5,-178.5,2.0775752564368872
-87.5,-177.5,2.0850615566826605
-87.5,-176.5,2.0778391790422006
-87.5,-175.5,2.0852532235175545
-87.5,-174.5,2.078106583722331
-87.5,-173.5,2.078243837792229
-87.5,-172.5,2.0883140715525315
-87.5,-171.5,2.0817403626681994
-87.5,-170.5,2.081830202706442
-87.5,-169.5,2.0819267030030915
-87.5,-168.5,2.0885995421251664
-87.5,-167.5,2.082101619687592
-87.5,-166.5,2.088806097377642
-87.5,-165.5,2.0822833042958564
-87.5,-164.5,2.082368276948614
-87.5,-163.5,2.089026991267588
-87.5,-162.5,2.08256030812214
-87.5,-161.5,2.0891336180533813
-87.5,-160.5,2.082739186260426
-87.5,-159.5,2.082828645984762
-87.5,-158.5,2.0893808795829614
-87.5,-157.5,2.089484661866777
-87.5,-156.5,2.0830951775985227
-87.5,-155.5,2.083192337114781
-87.5,-154.5,2.0897034046535623
-87.5,-153.5,2.084490878432632
-87.5,-152.5,2.0907084681438164
-87.5,-151.5,2.0908155169638007
-87.5,-150.5,2.090859851081177
-87.5,-149.5,2.084672275479249
-87.5,-148.5,2.0847059733443416
-87.5,-147.5,2.084748763591392
-87.5,-146.5,2.090987964655369
-87.5,-145.5,2.091004081265737
-87.5,-144.5,2.084877265172622
-87.5,-143.5,2.091097477982828
-87.5,-142.5,2.0911129790956124
-87.5,-141.5,2.091127798920411
-87.5,-140.5,2.0850514527604105
-87.5,-139.5,2.085094803450602
-87.5,-138.5,2.085131186115518
-87.5,-137.5,2.0912695960352607
-87.5,-136.5,2.085214696722403
-87.5,-135.5,2.0913921227095784
-87.5,-134.5,2.091410475702105
-87.5,-133.5,2.091005813217464
-87.5,-132.5,2.0910185427065926
-87.5,-131.5,2.0910586323977896
-87.5,-130.5,2.084984837385207
-87.5,-129.5,2.0911635419126355
-87.5,-128.5,2.091185901380697
-87.5,-127.5,2.085078210520919
-87.5,-126.5,2.0851142449042754
-87.5,-125.5,2.08514612077704
-87.5,-124.5,2.0913819086938474
