lat,lon,growth_err
-88.5,-170.5,0.0648619375849014
-88.5,-169.5,0.0491170230532406
-88.5,-168.5,0.0647934289975408
-88.5,-167.5,0.0490952450613629
-88.5,-166.5,0.0647840073278019
-88.5,-165.5,0.0491710317083062
-88.5,-164.5,0.064732571446619
-88.5,-163.5,0.0492807591967391
-88.5,-162.5,0.0492716231747916
-88.5,-161.5,0.0647385273899778
-88.5,-160.5,0.0492646497996037
-88.5,-159.5,0.0646897547278231
-88.5,-158.5,0.0491752320989309
-88.5,-157.5,0.0491860177272997
-88.5,-156.5,0.064626547528282
-88.5,-155.5,0.0492635129093696
-88.5,-154.5,0.0645249875454461
-88.5,-153.5,0.0647214933687501
-88.5,-152.5,0.0647318765515003
-88.5,-151.5,0.0492163148298158
-88.5,-150.5,0.049203422256963
-88.5,-149.5,0.0492938980378511
-88.5,-148.5,0.0647522391544816
-88.5,-147.5,0.064767020885464
-88.5,-146.5,0.0492236651714337
-88.5,-145.5,0.064768405120939
-88.5,-144.5,0.0492881015244169
-88.5,-143.5,0.0647796265058451
-88.5,-142.5,0.0647900339193238
-88.5,-141.5,0.0647962682933041
-88.5,-140.5,0.0648053911710421
-88.5,-139.5,0.0492531845659123
-88.5,-138.5,0.0492146772666306
-88.5,-137.5,0.0492117842991549
-88.5,-136.5,0.0649026731346057
-88.5,-135.5,0.0648466610470274
-88.5,-134.5,0.0492169527251842
-88.5,-133.5,0.0493696525951692
-88.5,-132.5,0.0647423876191998
-88.5,-131.5,0.0493394131262037
-88.5,-130.5,0.0493463959926919
-88.5,-129.5,0.0492814163326734
-88.5,-128.5,0.0647452978486316
-88.5,-127.5,0.0647572720701228
-88.5,-126.5,0.0493607603387383
-88.5,-125.5,0.0493595136827715
-88.5,-124.5,0.0493626762231671
-88.5,-123.5,0.0655300373660779
-88.5,-122.5,0.0495653353563811
-88.5,-121.5,0.0655890313736876
-88.5,-120.5,0.0495306665809685
-88.5,-119.5,0.06564227811201
-88.5,-118.5,0.0656698367674033
-88.5,-117.5,0.0494518072623531
-88.5,-116.5,0.0657191022600381
-88.5,-115.5,0.0494893392234893
-88.5,-114.5,0.0495356264311239
-88.5,-113.5,0.0658031343050147
-88.5,-112.5,0.0658340798363798
-88.5,-111.5,0.0495219018331368
-88.5,-110.5,0.0494506202685049
-88.5,-109.5,0.0659191710741715
-88.5,-108.5,0.0495238922230977
-88.5,-107.5,0.065976211246546
-88.5,-106.5,0.0494369423070571
-88.5,-105.5,0.0494361560330952
-88.5,-104.5,0.0660596663064696
-88.5,-103.5,0.0494292022900889
-88.5,-102.5,0.0661092295687957
-88.5,-101.5,0.0661402054017341
-88.5,-100.5,0.0661689801467217
-88.5,-99.5,0.0661871202873194
-88.5,-98.5,0.0662128539865774
-88.5,-97.5,0.0662468574445744
-88.5,-96.5,0.0494317876494649
-88.5,-95.5,0.049511874258237
-88.5,-94.5,0.0663284820822246
-88.5,-93.5,0.0494473253688051
-88.5,-92.5,0.049437934615649
-88.5,-91.5,0.0668992102484328
-88.5,-90.5,0.0496856104623663
-88.5,-89.5,0.0669126383389785
-88.5,-88.5,0.0497675755108023
-88.5,-87.5,0.0669646806280704
-88.5,-86.5,0.0497779353891317
-88.5,-85.5,0.0670231116011885
-88.5,-84.5,0.0670333740968882
-88.5,-83.5,0.0496930635925979
-88.5,-82.5,0.0497061881947814
-88.5,-81.5,0.0667735552213894
-88.5,-80.5,0.0496779568112555
-88.5,-79.5,0.0496791450188842
-88.5,-78.5,0.0668409336420634
-88.5,-77.5,0.0496258156692435
-88.5,-76.5,0.0668946359958136
-88.5,-75.5,0.0496233063726134
-88.5,-74.5,0.0496502413095461
-88.5,-73.5,0.0495665933583648
-88.5,-72.5,0.0669630849477004
-88.5,-71.5,0.0495596556682546
-88.5,-70.5,0.0496068861401999
-88.5,-69.5,0.0670330854762569
-88.5,-68.5,0.0670458466746565
-88.5,-67.5,0.0496346933671112
-88.5,-66.5,0.0670889901701735
-88.5,-65.5,0.0495427941021091
-88.5,-64.5,0.0671299145906925
-88.5,-63.5,0.067150430932726
-88.5,-62.5,0.0671727990366696
-88.5,-61.5,0.0674014086752796
-88.5,-60.5,0.0673429339210226
-88.5,-59.5,0.0673614616823821
-88.5,-58.5,0.0497542366420362
-88.5,-57.5,0.067443138945835
-88.5,-56.5,0.0496769912022378
-88.5,-55.5,0.0497454924799796
-88.5,-54.5,0.0674704504288606
-88.5,-53.5,0.0497232633017219
-88.5,-52.5,0.0674901226158896
-88.5,-51.5,0.0673501040408669
-88.5,-50.5,0.0495230950262203
-88.5,-49.5,0.0495310665431837
-88.5,-48.5,0.0674625705113216
-88.5,-47.5,0.0675095483819671
-88.5,-46.5,0.0495414237020865
-88.5,-45.5,0.0675741475710083
-88.5,-44.5,0.0676269034778784
-88.5,-43.5,0.0676526516135463
-88.5,-42.5,0.0495034715555028
-88.5,-41.5,0.0495862385800268
-88.5,-40.5,0.0677353874630084
-88.5,-39.5,0.0495796148033612
-88.5,-38.5,0.0678613885256572
-88.5,-37.5,0.0495750814805584
-88.5,-36.5,0.0679497390091626
-88.5,-35.5,0.0679913225600478
-88.5,-34.5,0.0680394186148042
-88.5,-33.5,0.068070654049199
-88.5,-32.5,0.0495803894053873
-88.5,-31.5,0.0681740716818356
-88.5,-30.5,0.0495714491985642
-88.5,-29.5,0.0495591215922962
-88.5,-28.5,0.0683221680815539
-88.5,-27.5,0.0683654890098504
-88.5,-26.5,0.0495740450018722
-88.5,-25.5,0.049561537322697
-88.5,-24.5,0.0495647762279195
-88.5,-23.5,0.0685327387853886
-88.5,-22.5,0.0495748793383072
-88.5,-21.5,0.0686123820201824
-88.5,-20.5,0.0495817181731078
-88.5,-19.5,0.0685200439677154
-88.5,-18.5,0.0495790934883318
-88.5,-17.5,0.0686801538056111
-88.5,-16.5,0.0496256343872158
-88.5,-15.5,0.0688941102269967
-88.5,-14.5,0.0689720747836896
-88.5,-13.5,0.0689983801616599
-88.5,-12.5,0.0691579912097115
-88.5,-11.5,0.0496530490695843
-88.5,-10.5,0.0496636422676582
-88.5,-9.5,0.0495767032974285
-88.5,-8.5,0.0495699169030411
-88.5,-7.5,0.0495685156912861
-88.5,-6.5,0.0495838499814769
-88.5,-5.5,0.0495792534178256
-88.5,-4.5,0.0697503423656802
-88.5,-3.5,0.0697990587165274
-88.5,-2.5,0.0698965310003148
-88.5,-1.5,0.0496159610470517
-88.5,-0.5,0.070022352518529
-88.5,0.5,0.070168166163329
-88.5,1.5,0.0496366873748874
-88.5,2.5,0.0702660700577666
-88.5,3.5,0.0496601609973878
-88.5,4.5,0.0704698368564998
-88.5,5.5,0.0705302561639781
-88.5,6.5,0.070589853202386
-88.5,7.5,0.0496881509823357
-88.5,8.5,0.0496956483996413
-88.5,9.5,0.0496978859186336
-88.5,10.5,0.0496518300705328
-88.5,11.5,0.0497435660356494
-88.5,12.5,0.0708398531879415
-88.5,13.5,0.0496700545585221
-88.5,14.5,0.0497725007006306
-88.5,15.5,0.0497532955358024
-88.5,16.5,0.0497665620754469
-88.5,17.5,0.0498051451346219
-88.5,18.5,0.0497672486126558
-88.5,19.5,0.0497864652730149
-88.5,20.5,0.0496497716690029
-88.5,21.5,0.0496559501001072
-88.5,22.5,0.0715075549246743
-88.5,23.5,0.0715881427061354
-88.5,24.5,0.049751252446775
-88.5,25.5,0.0497443069308668
-88.5,26.5,0.0497396302983511
-88.5,27.5,0.0497697227053358
-88.5,28.5,0.0719530331261682
