lat,lon,cams_xco2
-89.5,-179.5,408.41153
-89.5,-178.5,408.41153
-89.5,-177.5,408.41153
-89.5,-176.5,408.41153
-89.5,-175.5,408.4116
-89.5,-174.5,408.4116
-89.5,-173.5,408.4116
-89.5,-172.5,408.41162
-89.5,-171.5,408.41162
-89.5,-170.5,408.41168
-89.5,-169.5,408.41168
-89.5,-168.5,408.4117
-89.5,-167.5,408.4117
-89.5,-166.5,408.4117
-89.5,-165.5,408.41174
-89.5,-164.5,408.41174
-89.5,-163.5,408.41174
-89.5,-162.5,408.4118
-89.5,-161.5,408.4118
-89.5,-160.5,408.4118
-89.5,-159.5,408.41183
-89.5,-158.5,408.4119
-89.5,-157.5,408.4119
-89.5,-156.5,408.41193
-89.5,-155.5,408.41193
-89.5,-154.5,408.41196
-89.5,-153.5,408.41193
-89.5,-152.5,408.41196
-89.5,-151.5,408.41196
-89.5,-150.5,408.41205
-89.5,-149.5,408.4121
-89.5,-148.5,408.4121
-89.5,-147.5,408.4121
-89.5,-146.5,408.4121
-89.5,-145.5,408.41217
-89.5,-144.5,408.41214
-89.5,-143.5,408.44635
-89.5,-142.5,408.44635
-89.5,-141.5,408.44638
-89.5,-140.5,408.44638
-89.5,-139.5,408.44638
-89.5,-138.5,408.44638
-89.5,-137.5,408.44638
-89.5,-136.5,408.44638
-89.5,-135.5,408.44638
-89.5,-134.5,408.4464
-89.5,-133.5,408.4464
-89.5,-132.5,408.4464
-89.5,-131.5,408.4464
-89.5,-130.5,408.44647
-89.5,-129.5,408.44647
-89.5,-128.5,408.44647
-89.5,-127.5,408.44647
-89.5,-126.5,408.44647
-89.5,-125.5,408.44647
-89.5,-124.5,408.44647
-89.5,-123.5,408.44647
-89.5,-122.5,408.44647
-89.5,-121.5,408.44647
-89.5,-120.5,408.44647
-89.5,-119.5,408.44647
-89.5,-118.5,408.44647
-89.5,-117.5,408.44647
-89.5,-116.5,408.4465
-89.5,-115.5,408.4465
-89.5,-114.5,408.4465
-89.5,-113.5,408.4465
-89.5,-112.5,408.4465
-89.5,-111.5,408.44656
-89.5,-110.5,408.4465
-89.5,-109.5,408.44647
-89.5,-108.5,408.4465
-89.5,-107.5,408.4465
-89.5,-106.5,408.44647
-89.5,-105.5,408.44647
-89.5,-104.5,408.44656
-89.5,-103.5,408.44647
-89.5,-102.5,408.44647
-89.5,-101.5,408.4465
-89.5,-100.5,408.4465
-89.5,-99.5,408.44647
-89.5,-98.5,408.44647
-89.5,-97.5,408.44647
-89.5,-96.5,408.4465
-89.5,-95.5,408.44647
-89.5,-94.5,408.44647
-89.5,-93.5,408.4465
-89.5,-92.5,408.44647
-89.5,-91.5,408.44647
