lat,lon,cams_xco2
-89.5,-179.5,410.55652
-89.5,-178.5,410.55646
-89.5,-177.5,410.55652
-89.5,-176.5,410.55643
-89.5,-175.5,410.55646
-89.5,-174.5,410.55643
-89.5,-173.5,410.55643
-89.5,-172.5,410.55637
-89.5,-171.5,410.55634
-89.5,-170.5,410.55637
-89.5,-169.5,410.55637
-89.5,-168.5,410.55637
-89.5,-167.5,410.55637
-89.5,-166.5,410.55637
-89.5,-165.5,410.55637
-89.5,-164.5,410.55637
-89.5,-163.5,410.55637
-89.5,-162.5,410.55637
-89.5,-161.5,410.55634
-89.5,-160.5,410.55634
-89.5,-159.5,410.55634
-89.5,-158.5,410.55634
-89.5,-157.5,410.55637
-89.5,-156.5,410.55634
-89.5,-155.5,410.55634
-89.5,-154.5,410.55637
-89.5,-153.5,410.55637
-89.5,-152.5,410.55637
-89.5,-151.5,410.55634
-89.5,-150.5,410.55634
-89.5,-149.5,410.55637
-89.5,-148.5,410.55643
-89.5,-147.5,410.55643
-89.5,-146.5,410.55643
-89.5,-145.5,410.55646
-89.5,-144.5,410.55643
-89.5,-143.5,410.58984
-89.5,-142.5,410.58984
-89.5,-141.5,410.5899
-89.5,-140.5,410.5898
-89.5,-139.5,410.58984
-89.5,-138.5,410.58984
-89.5,-137.5,410.58984
-89.5,-136.5,410.5899
-89.5,-135.5,410.58984
-89.5,-134.5,410.58984
-89.5,-133.5,410.58984
-89.5,-132.5,410.58984
-89.5,-131.5,410.58984
-89.5,-130.5,410.58984
-89.5,-129.5,410.5899
-89.5,-128.5,410.5899
-89.5,-127.5,410.5899
-89.5,-126.5,410.5899
-89.5,-125.5,410.5899
-89.5,-124.5,410.5899
-89.5,-123.5,410.58994
-89.5,-122.5,410.58994
-89.5,-121.5,410.58994
-89.5,-120.5,410.58994
-89.5,-119.5,410.59
-89.5,-118.5,410.59
-89.5,-117.5,410.59
-89.5,-116.5,410.59003
-89.5,-115.5,410.59003
-89.5,-114.5,410.59
-89.5,-113.5,410.59003
-89.5,-112.5,410.59006
-89.5,-111.5,410.59006
-89.5,-110.5,410.59003
-89.5,-109.5,410.59012
-89.5,-108.5,410.59006
-89.5,-107.5,410.59012
-89.5,-106.5,410.59012
-89.5,-105.5,410.59015
-89.5,-104.5,410.59015
-89.5,-103.5,410.59015
-89.5,-102.5,410.59024
-89.5,-101.5,410.59024
-89.5,-100.5,410.59024
-89.5,-99.5,410.59024
-89.5,-98.5,410.59027
-89.5,-97.5,410.59027
-89.5,-96.5,410.59033
-89.5,-95.5,410.59033
-89.5,-94.5,410.59033
-89.5,-93.5,410.59036
-89.5,-92.5,410.59042
-89.5,-91.5,410.59042
-89.5,-90.5,410.59042
-89.5,-89.5,410.59045
-89.5,-88.5,410.59048
-89.5,-87.5,410.59048
-89.5,-86.5,410.59048
-89.5,-85.5,410.59048
-89.5,-84.5,410.59055
-89.5,-83.5,410.59058
-89.5,-82.5,410.59058
-89.5,-81.5,410.59058
-89.5,-80.5,410.59064
-89.5,-79.5,410.59067
-89.5,-78.5,410.59067
-89.5,-77.5,410.59076
-89.5,-76.5,410.59076
-89.5,-75.5,410.59076
-89.5,-74.5,410.59076
-89.5,-73.5,410.59076
-89.5,-72.5,410.59085
-89.5,-71.5,410.60907
-89.5,-70.5,410.60913
-89.5,-69.5,410.60916
-89.5,-68.5,410.60916
-89.5,-67.5,410.6092
-89.5,-66.5,410.6092
-89.5,-65.5,410.6092
-89.5,-64.5,410.60925
-89.5,-63.5,410.60928
-89.5,-62.5,410.60934
-89.5,-61.5,410.60934
-89.5,-60.5,410.60938
-89.5,-59.5,410.60938
-89.5,-58.5,410.6094
-89.5,-57.5,410.60947
-89.5,-56.5,410.60947
-89.5,-55.5,410.6095
-89.5,-54.5,410.60956
-89.5,-53.5,410.60956
-89.5,-52.5,410.60956
-89.5,-51.5,410.6096
-89.5,-50.5,410.6096
-89.5,-49.5,410.60968
-89.5,-48.5,410.6097
-89.5,-47.5,410.6097
-89.5,-46.5,410.6097
-89.5,-45.5,410.6097
-89.5,-44.5,410.6098
-89.5,-43.5,410.60983
-89.5,-42.5,410.60983
-89.5,-41.5,410.60983
-89.5,-40.5,410.60992
-89.5,-39.5,410.6099
-89.5,-38.5,410.61002
-89.5,-37.5,410.61002
-89.5,-36.5,410.61005
