lat,lon,cams_xco2
-88.5,105.5,412.88593
-88.5,106.5,412.88574
-88.5,107.5,412.88556
-88.5,108.5,412.8854
-88.5,109.5,412.88528
-88.5,110.5,412.88513
-88.5,111.5,412.88498
-88.5,112.5,412.88486
-88.5,113.5,412.8847
-88.5,114.5,412.88455
-88.5,115.5,412.88446
-88.5,116.5,412.88428
-88.5,117.5,412.88416
-88.5,118.5,412.88403
-88.5,119.5,412.88394
-88.5,120.5,412.88382
-88.5,121.5,412.8837
-88.5,122.5,412.8835
-88.5,123.5,412.88348
-88.5,124.5,412.8747
-88.5,125.5,412.87457
-88.5,126.5,412.87448
-88.5,127.5,412.87433
-88.5,128.5,412.87424
-88.5,129.5,412.8741
-88.5,130.5,412.87396
-88.5,131.5,412.8739
-88.5,132.5,412.87375
-88.5,133.5,412.87363
-88.5,134.5,412.8815
-88.5,135.5,412.88138
-88.5,136.5,412.8813
-88.5,137.5,412.8812
-88.5,138.5,412.88113
-88.5,139.5,412.88104
-88.5,140.5,412.88095
-88.5,141.5,412.88086
-88.5,142.5,412.88077
-88.5,143.5,412.88074
-88.5,144.5,412.88065
-88.5,145.5,412.88055
-88.5,146.5,412.8805
-88.5,147.5,412.8804
-88.5,148.5,412.8804
-88.5,149.5,412.88034
-88.5,150.5,412.88028
-88.5,151.5,412.8802
-88.5,152.5,412.8802
-88.5,153.5,412.88013
-88.5,154.5,412.86893
-88.5,155.5,412.86896
-88.5,156.5,412.86893
-88.5,157.5,412.86884
-88.5,158.5,412.86884
-88.5,159.5,412.8688
-88.5,160.5,412.8688
-88.5,161.5,412.8688
-88.5,162.5,412.86874
-88.5,163.5,412.86874
-88.5,164.5,412.87573
-88.5,165.5,412.87573
-88.5,166.5,412.87573
-88.5,167.5,412.87567
-88.5,168.5,412.87567
-88.5,169.5,412.87573
-88.5,170.5,412.87573
-88.5,171.5,412.87573
-88.5,172.5,412.87576
-88.5,173.5,412.87582
-88.5,174.5,412.87582
-88.5,175.5,412.87585
-88.5,176.5,412.8759
-88.5,177.5,412.87595
-88.5,178.5,412.87598
-88.5,179.5,412.87604
-87.5,-179.5,412.87
-87.5,-178.5,412.87
-87.5,-177.5,412.8701
-87.5,-176.5,412.87015
-87.5,-175.5,412.87015
-87.5,-174.5,412.8703
-87.5,-173.5,412.8704
-87.5,-172.5,412.9313
-87.5,-171.5,412.93124
-87.5,-170.5,412.9312
-87.5,-169.5,412.93115
-87.5,-168.5,412.9312
-87.5,-167.5,412.93115
-87.5,-166.5,412.9312
-87.5,-165.5,412.93124
-87.5,-164.5,412.93124
-87.5,-163.5,412.9313
-87.5,-162.5,412.93137
-87.5,-161.5,412.93143
-87.5,-160.5,412.93152
-87.5,-159.5,412.93155
-87.5,-158.5,412.93167
-87.5,-157.5,412.9318
-87.5,-156.5,412.93195
-87.5,-155.5,412.93207
-87.5,-154.5,412.93222
-87.5,-153.5,412.95746
-87.5,-152.5,412.9577
-87.5,-151.5,412.958
-87.5,-150.5,412.9583
-87.5,-149.5,412.95868
-87.5,-148.5,412.95898
-87.5,-147.5,412.95938
-87.5,-146.5,412.95972
-87.5,-145.5,412.96005
-87.5,-144.5,412.96045
-87.5,-143.5,412.96082
-87.5,-142.5,412.96127
-87.5,-141.5,412.96164
-87.5,-140.5,412.96204
-87.5,-139.5,412.9625
-87.5,-138.5,412.96292
-87.5,-137.5,412.96335
-87.5,-136.5,412.96378
-87.5,-135.5,412.96426
-87.5,-134.5,412.96478
-87.5,-133.5,412.95804
-87.5,-132.5,412.95844
-87.5,-131.5,412.95886
-87.5,-130.5,412.95926
-87.5,-129.5,412.95963
-87.5,-128.5,412.96005
-87.5,-127.5,412.96045
-87.5,-126.5,412.9609
-87.5,-125.5,412.9613
-87.5,-124.5,412.96173
-87.5,-123.5,412.9622
-87.5,-122.5,412.96255
-87.5,-121.5,412.963
-87.5,-120.5,412.96347
-87.5,-119.5,412.96387
-87.5,-118.5,412.96436
-87.5,-117.5,412.96478
-87.5,-116.5,412.9652
-87.5,-115.5,412.96567
-87.5,-114.5,412.97064
-87.5,-113.5,412.9708
-87.5,-112.5,412.97098
-87.5,-111.5,412.97116
-87.5,-110.5,412.9713
-87.5,-109.5,412.9715
-87.5,-108.5,412.9717
-87.5,-107.5,412.97192
-87.5,-106.5,412.97214
-87.5,-105.5,412.9723
-87.5,-104.5,412.97247
-87.5,-103.5,412.9727
-87.5,-102.5,412.9729
-87.5,-101.5,412.97308
-87.5,-100.5,413.03476
-87.5,-99.5,413.0348
-87.5,-98.5,413.03497
-87.5,-97.5,413.03506
-87.5,-96.5,413.03522
-87.5,-95.5,413.0353
-87.5,-94.5,413.03543
-87.5,-93.5,413.03558
-87.5,-92.5,413.0357
-87.5,-91.5,413.03583
-87.5,-90.5,413.03592
-87.5,-89.5,413.0361
-87.5,-88.5,413.03613
-87.5,-87.5,413.03632
-87.5,-86.5,413.03647
-87.5,-85.5,413.03653
-87.5,-84.5,413.03668
-87.5,-83.5,413.03677
-87.5,-82.5,413.0369
-87.5,-81.5,413.03464
-87.5,-80.5,413.03485
-87.5,-79.5,413.03497
-87.5,-78.5,413.0352
-87.5,-77.5,413.03537
-87.5,-76.5,413.03552
-87.5,-75.5,413.03564
-87.5,-74.5,413.03586
-87.5,-73.5,413.036
-87.5,-72.5,413.03622
-87.5,-71.5,413.03638
-87.5,-70.5,413.03653
-87.5,-69.5,413.03674
-87.5,-68.5,413.0369
-87.5,-67.5,413.03708
-87.5,-66.5,413.0372
-87.5,-65.5,413.0374
-87.5,-64.5,413.0376
-87.5,-63.5,413.03775
-87.5,-62.5,413.03793
-87.5,-61.5,413.04092
-87.5,-60.5,413.04102
-87.5,-59.5,413.04114
-87.5,-58.5,413.04126
-87.5,-57.5,413.04138
-87.5,-56.5,413.04153
-87.5,-55.5,413.0416
-87.5,-54.5,413.04175
-87.5,-53.5,413.0418
-87.5,-52.5,413.04196
-87.5,-51.5,413.04208
-87.5,-50.5,413.04218
-87.5,-49.5,413.04227
-87.5,-48.5,413.0424
-87.5,-47.5,413.04248
-87.5,-46.5,413.0426
-87.5,-45.5,413.0427
-87.5,-44.5,413.04282
-87.5,-43.5,413.04285
-87.5,-42.5,413.01904
-87.5,-41.5,413.01904
-87.5,-40.5,413.01923
-87.5,-39.5,413.01923
-87.5,-38.5,413.01935
-87.5,-37.5,413.01935
-87.5,-36.5,413.01944
-87.5,-35.5,413.01953
-87.5,-34.5,413.01956
-87.5,-33.5,413.0196
-87.5,-32.5,413.01965
-87.5,-31.5,413.01968
-87.5,-30.5,413.01978
-87.5,-29.5,413.0198
-87.5,-28.5,413.01874
-87.5,-27.5,413.01883
-87.5,-26.5,413.0188
-87.5,-25.5,413.01892
-87.5,-24.5,413.0189
-87.5,-23.5,413.01892
-87.5,-22.5,413.01892
-87.5,-21.5,413.019
-87.5,-20.5,413.01895
-87.5,-19.5,413.01895
-87.5,-18.5,413.019
-87.5,-17.5,413.01904
-87.5,-16.5,413.019
-87.5,-15.5,413.019
-87.5,-14.5,413.01904
-87.5,-13.5,413.01904
-87.5,-12.5,413.01904
-87.5,-11.5,413.0191
-87.5,-10.5,413.01904
-87.5,-9.5,412.99008
-87.5,-8.5,412.9901
-87.5,-7.5,412.99014
-87.5,-6.5,412.99014
-87.5,-5.5,412.9902
-87.5,-4.5,412.9902
-87.5,-3.5,412.99023
-87.5,-2.5,412.9903
-87.5,-1.5,412.9903
-87.5,-0.5,412.99023
-87.5,0.5,412.99023
