lat,lon,cams_xco2
-89.5,-179.5,396.21326
-89.5,-178.5,396.21326
-89.5,-177.5,396.21326
-89.5,-176.5,396.21323
-89.5,-175.5,396.21323
-89.5,-174.5,396.21323
-89.5,-173.5,396.21323
-89.5,-172.5,396.2132
-89.5,-171.5,396.2132
-89.5,-170.5,396.2132
-89.5,-169.5,396.2132
-89.5,-168.5,396.2132
-89.5,-167.5,396.2132
-89.5,-166.5,396.21313
-89.5,-165.5,396.21313
-89.5,-164.5,396.21313
-89.5,-163.5,396.21313
-89.5,-162.5,396.21313
-89.5,-161.5,396.21313
-89.5,-160.5,396.21313
-89.5,-159.5,396.21313
-89.5,-158.5,396.21313
-89.5,-157.5,396.2132
-89.5,-156.5,396.21313
-89.5,-155.5,396.2132
-89.5,-154.5,396.2132
-89.5,-153.5,396.2132
-89.5,-152.5,396.2132
-89.5,-151.5,396.2132
-89.5,-150.5,396.2132
-89.5,-149.5,396.2132
-89.5,-148.5,396.21323
-89.5,-147.5,396.21323
-89.5,-146.5,396.21323
-89.5,-145.5,396.21323
-89.5,-144.5,396.21323
-89.5,-143.5,396.23727
-89.5,-142.5,396.23727
-89.5,-141.5,396.23727
-89.5,-140.5,396.23727
-89.5,-139.5,396.23727
-89.5,-138.5,396.23727
-89.5,-137.5,396.23727
-89.5,-136.5,396.23727
-89.5,-135.5,396.23727
-89.5,-134.5,396.23727
-89.5,-133.5,396.23727
-89.5,-132.5,396.23727
-89.5,-131.5,396.23727
-89.5,-130.5,396.23727
-89.5,-129.5,396.23727
-89.5,-128.5,396.23734
-89.5,-127.5,396.23737
-89.5,-126.5,396.23737
-89.5,-125.5,396.23737
-89.5,-124.5,396.23737
-89.5,-123.5,396.23737
-89.5,-122.5,396.23743
-89.5,-121.5,396.23737
-89.5,-120.5,396.23737
-89.5,-119.5,396.23743
-89.5,-118.5,396.23743
-89.5,-117.5,396.23746
-89.5,-116.5,396.23746
-89.5,-115.5,396.2375
-89.5,-114.5,396.2375
-89.5,-113.5,396.23755
-89.5,-112.5,396.23755
-89.5,-111.5,396.23755
-89.5,-110.5,396.23758
-89.5,-109.5,396.23758
-89.5,-108.5,396.23764
-89.5,-107.5,396.23764
-89.5,-106.5,396.2377
-89.5,-105.5,396.2377
-89.5,-104.5,396.23776
-89.5,-103.5,396.23776
-89.5,-102.5,396.2378
-89.5,-101.5,396.2378
-89.5,-100.5,396.23785
-89.5,-99.5,396.23785
-89.5,-98.5,396.23788
-89.5,-97.5,396.23788
-89.5,-96.5,396.2379
-89.5,-95.5,396.2379
-89.5,-94.5,396.238
-89.5,-93.5,396.238
-89.5,-92.5,396.23807
-89.5,-91.5,396.23807
-89.5,-90.5,396.2381
-89.5,-89.5,396.2381
-89.5,-88.5,396.2382
-89.5,-87.5,396.2382
-89.5,-86.5,396.2382
-89.5,-85.5,396.23822
-89.5,-84.5,396.23828
-89.5,-83.5,396.2383
-89.5,-82.5,396.23834
-89.5,-81.5,396.2384
-89.5,-80.5,396.23843
-89.5,-79.5,396.2385
-89.5,-78.5,396.2385
-89.5,-77.5,396.23856
-89.5,-76.5,396.23856
-89.5,-75.5,396.23862
-89.5,-74.5,396.23865
-89.5,-73.5,396.23865
-89.5,-72.5,396.23874
-89.5,-71.5,396.25204
-89.5,-70.5,396.2521
-89.5,-69.5,396.25214
-89.5,-68.5,396.25223
-89.5,-67.5,396.25226
-89.5,-66.5,396.25226
-89.5,-65.5,396.25232
-89.5,-64.5,396.25235
-89.5,-63.5,396.25235
-89.5,-62.5,396.25244
-89.5,-61.5,396.25247
-89.5,-60.5,396.25253
-89.5,-59.5,396.25256
-89.5,-58.5,396.25266
-89.5,-57.5,396.25266
-89.5,-56.5,396.25266
-89.5,-55.5,396.25275
-89.5,-54.5,396.25278
-89.5,-53.5,396.25278
-89.5,-52.5,396.25284
-89.5,-51.5,396.2529
-89.5,-50.5,396.25296
-89.5,-49.5,396.253
-89.5,-48.5,396.25305
-89.5,-47.5,396.25308
-89.5,-46.5,396.2531
-89.5,-45.5,396.25317
-89.5,-44.5,396.2532
-89.5,-43.5,396.2532
-89.5,-42.5,396.2533
-89.5,-41.5,396.2534
-89.5,-40.5,396.2534
-89.5,-39.5,396.25342
-89.5,-38.5,396.25348
-89.5,-37.5,396.2535
-89.5,-36.5,396.25354
-89.5,-35.5,396.2536
-89.5,-34.5,396.25363
-89.5,-33.5,396.2537
-89.5,-32.5,396.25375
-89.5,-31.5,396.25375
-89.5,-30.5,396.2538
-89.5,-29.5,396.25385
-89.5,-28.5,396.2539
-89.5,-27.5,396.2539
-89.5,-26.5,396.25397
-89.5,-25.5,396.25403
-89.5,-24.5,396.25406
-89.5,-23.5,396.25412
-89.5,-22.5,396.25415
-89.5,-21.5,396.25418
-89.5,-20.5,396.25424
-89.5,-19.5,396.25427
-89.5,-18.5,396.25433
-89.5,-17.5,396.25436
-89.5,-16.5,396.25436
-89.5,-15.5,396.25436
-89.5,-14.5,396.25446
-89.5,-13.5,396.25446
-89.5,-12.5,396.25458
-89.5,-11.5,396.25458
-89.5,-10.5,396.2546
-89.5,-9.5,396.25467
-89.5,-8.5,396.25467
-89.5,-7.5,396.25467
-89.5,-6.5,396.2547
-89.5,-5.5,396.25476
-89.5,-4.5,396.2548
-89.5,-3.5,396.25485
-89.5,-2.5,396.25485
-89.5,-1.5,396.2549
-89.5,-0.5,396.25497
-89.5,0.5,396.2359
-89.5,1.5,396.23596
-89.5,2.5,396.236
-89.5,3.5,396.23605
-89.5,4.5,396.23605
-89.5,5.5,396.23605
-89.5,6.5,396.23608
-89.5,7.5,396.23608
-89.5,8.5,396.23618
-89.5,9.5,396.23615
-89.5,10.5,396.23618
-89.5,11.5,396.23618
-89.5,12.5,396.23618
-89.5,13.5,396.2362
-89.5,14.5,396.2362
-89.5,15.5,396.23627
-89.5,16.5,396.23627
-89.5,17.5,396.2363
-89.5,18.5,396.23636
-89.5,19.5,396.23636
-89.5,20.5,396.23636
-89.5,21.5,396.2364
-89.5,22.5,396.2364
-89.5,23.5,396.2364
-89.5,24.5,396.23642
-89.5,25.5,396.23642
-89.5,26.5,396.2364
-89.5,27.5,396.23642
-89.5,28.5,396.23648
-89.5,29.5,396.23642
-89.5,30.5,396.23648
-89.5,31.5,396.23648
-89.5,32.5,396.23648
-89.5,33.5,396.23648
-89.5,34.5,396.23648
-89.5,35.5,396.23648
-89.5,36.5,396.23648
-89.5,37.5,396.2365
-89.5,38.5,396.2365
-89.5,39.5,396.2365
-89.5,40.5,396.2365
-89.5,41.5,396.23648
-89.5,42.5,396.23648
-89.5,43.5,396.2365
-89.5,44.5,396.23648
-89.5,45.5,396.23648
-89.5,46.5,396.23648
-89.5,47.5,396.23648
-89.5,48.5,396.23648
-89.5,49.5,396.23648
-89.5,50.5,396.23648
-89.5,51.5,396.23648
-89.5,52.5,396.23648
-89.5,53.5,396.23648
-89.5,54.5,396.23648
-89.5,55.5,396.23648
-89.5,56.5,396.23648
-89.5,57.5,396.23642
-89.5,58.5,396.23648
-89.5,59.5,396.23642
-89.5,60.5,396.23642
-89.5,61.5,396.2364
-89.5,62.5,396.23642
-89.5,63.5,396.2364
-89.5,64.5,396.2364
-89.5,65.5,396.2364
-89.5,66.5,396.23636
-89.5,67.5,396.23627
-89.5,68.5,396.23627
-89.5,69.5,396.23627
-89.5,70.5,396.23627
-89.5,71.5,396.2362
-89.5,72.5,396.21793
-89.5,73.5,396.21793
-89.5,74.5,396.21786
-89.5,75.5,396.2178
-89.5,76.5,396.21777
-89.5,77.5,396.21777
-89.5,78.5,396.21768
-89.5,79.5,396.2176
-89.5,80.5,396.21756
-89.5,81.5,396.21747
-89.5,82.5,396.21744
-89.5,83.5,396.21744
-89.5,84.5,396.21738
-89.5,85.5,396.2173
-89.5,86.5,396.2173
-89.5,87.5,396.21722
-89.5,88.5,396.21716
-89.5,89.5,396.21713
-89.5,90.5,396.21704
-89.5,91.5,396.21695
-89.5,92.5,396.21692
-89.5,93.5,396.21692
-89.5,94.5,396.21683
-89.5,95.5,396.21683
-89.5,96.5,396.21674
-89.5,97.5,396.21674
-89.5,98.5,396.2166
-89.5,99.5,396.21652
-89.5,100.5,396.21652
-89.5,101.5,396.2165
-89.5,102.5,396.21643
-89.5,103.5,396.21634
-89.5,104.5,396.21634
-89.5,105.5,396.21628
-89.5,106.5,396.21628
-89.5,107.5,396.21613
-89.5,108.5,396.2161
-89.5,109.5,396.21606
-89.5,110.5,396.216
-89.5,111.5,396.21597
-89.5,112.5,396.21588
-89.5,113.5,396.21588
-89.5,114.5,396.21576
-89.5,115.5,396.21576
-89.5,116.5,396.21567
-89.5,117.5,396.21567
-89.5,118.5,396.21558
-89.5,119.5,396.21555
-89.5,120.5,396.21548
-89.5,121.5,396.21545
