lat,lon,cams_xco2
-89.5,-179.5,418.0531
-89.5,-178.5,418.0531
-89.5,-177.5,418.0532
-89.5,-176.5,418.0532
-89.5,-175.5,418.05322
-89.5,-174.5,418.05322
-89.5,-173.5,418.0533
-89.5,-172.5,418.0533
-89.5,-171.5,418.05338
-89.5,-170.5,418.0534
-89.5,-169.5,418.05344
-89.5,-168.5,418.0535
-89.5,-167.5,418.05353
-89.5,-166.5,418.0536
-89.5,-165.5,418.0536
-89.5,-164.5,418.05362
-89.5,-163.5,418.0537
-89.5,-162.5,418.0537
-89.5,-161.5,418.0538
-89.5,-160.5,418.05383
-89.5,-159.5,418.05386
-89.5,-158.5,418.05396
-89.5,-157.5,418.05402
-89.5,-156.5,418.05405
-89.5,-155.5,418.05405
-89.5,-154.5,418.05408
-89.5,-153.5,418.05417
-89.5,-152.5,418.05426
-89.5,-151.5,418.05426
-89.5,-150.5,418.05435
-89.5,-149.5,418.05444
-89.5,-148.5,418.0545
-89.5,-147.5,418.05457
-89.5,-146.5,418.05457
-89.5,-145.5,418.05466
-89.5,-144.5,418.05472
-89.5,-143.5,418.0988
-89.5,-142.5,418.0988
-89.5,-141.5,418.0988
-89.5,-140.5,418.09888
-89.5,-139.5,418.09888
-89.5,-138.5,418.09888
-89.5,-137.5,418.09897
-89.5,-136.5,418.099
-89.5,-135.5,418.09903
-89.5,-134.5,418.09903
-89.5,-133.5,418.09903
-89.5,-132.5,418.0991
-89.5,-131.5,418.0991
-89.5,-130.5,418.09912
-89.5,-129.5,418.09918
-89.5,-128.5,418.0992
-89.5,-127.5,418.09924
-89.5,-126.5,418.0992
-89.5,-125.5,418.09924
-89.5,-124.5,418.0993
-89.5,-123.5,418.0994
-89.5,-122.5,418.0994
-89.5,-121.5,418.09943
-89.5,-120.5,418.09946
-89.5,-119.5,418.09946
-89.5,-118.5,418.09952
-89.5,-117.5,418.09952
-89.5,-116.5,418.09955
-89.5,-115.5,418.0996
-89.5,-114.5,418.09964
-89.5,-113.5,418.09967
-89.5,-112.5,418.09973
-89.5,-111.5,418.09973
-89.5,-110.5,418.09976
-89.5,-109.5,418.09982
-89.5,-108.5,418.09985
-89.5,-107.5,418.09985
-89.5,-106.5,418.09988
-89.5,-105.5,418.09998
-89.5,-104.5,418.09995
-89.5,-103.5,418.09998
-89.5,-102.5,418.10004
-89.5,-101.5,418.10007
-89.5,-100.5,418.1001
-89.5,-99.5,418.1001
-89.5,-98.5,418.1002
-89.5,-97.5,418.10016
-89.5,-96.5,418.10025
-89.5,-95.5,418.10025
-89.5,-94.5,418.10028
-89.5,-93.5,418.1003
-89.5,-92.5,418.10037
-89.5,-91.5,418.1004
-89.5,-90.5,418.1004
-89.5,-89.5,418.10046
-89.5,-88.5,418.10046
-89.5,-87.5,418.10052
-89.5,-86.5,418.10052
-89.5,-85.5,418.10052
-89.5,-84.5,418.10062
-89.5,-83.5,418.10062
-89.5,-82.5,418.10062
-89.5,-81.5,418.10068
-89.5,-80.5,418.1007
-89.5,-79.5,418.10074
-89.5,-78.5,418.10074
-89.5,-77.5,418.10083
-89.5,-76.5,418.10083
-89.5,-75.5,418.10083
-89.5,-74.5,418.1009
-89.5,-73.5,418.1009
-89.5,-72.5,418.10092
-89.5,-71.5,418.12396
-89.5,-70.5,418.12396
-89.5,-69.5,418.12402
-89.5,-68.5,418.12402
-89.5,-67.5,418.12405
-89.5,-66.5,418.12405
-89.5,-65.5,418.1241
-89.5,-64.5,418.1241
-89.5,-63.5,418.12415
-89.5,-62.5,418.12418
-89.5,-61.5,418.12415
-89.5,-60.5,418.12418
-89.5,-59.5,418.12418
-89.5,-58.5,418.12424
-89.5,-57.5,418.12424
-89.5,-56.5,418.12424
-89.5,-55.5,418.12427
-89.5,-54.5,418.12427
-89.5,-53.5,418.12433
-89.5,-52.5,418.12427
-89.5,-51.5,418.12436
-89.5,-50.5,418.12433
-89.5,-49.5,418.12436
-89.5,-48.5,418.12436
-89.5,-47.5,418.1244
-89.5,-46.5,418.12436
-89.5,-45.5,418.12445
-89.5,-44.5,418.12445
-89.5,-43.5,418.12448
-89.5,-42.5,418.12448
-89.5,-41.5,418.12445
-89.5,-40.5,418.12445
-89.5,-39.5,418.12448
-89.5,-38.5,418.12448
-89.5,-37.5,418.12448
-89.5,-36.5,418.12448
-89.5,-35.5,418.12448
-89.5,-34.5,418.12454
-89.5,-33.5,418.12457
-89.5,-32.5,418.12457
-89.5,-31.5,418.12457
-89.5,-30.5,418.12457
-89.5,-29.5,418.12457
-89.5,-28.5,418.12457
-89.5,-27.5,418.1246
-89.5,-26.5,418.12457
-89.5,-25.5,418.12457
-89.5,-24.5,418.1246
-89.5,-23.5,418.1246
-89.5,-22.5,418.1246
-89.5,-21.5,418.1246
-89.5,-20.5,418.12466
-89.5,-19.5,418.12466
-89.5,-18.5,418.12466
-89.5,-17.5,418.12466
-89.5,-16.5,418.12466
-89.5,-15.5,418.1246
-89.5,-14.5,418.1246
-89.5,-13.5,418.1246
-89.5,-12.5,418.1246
-89.5,-11.5,418.1246
-89.5,-10.5,418.12466
-89.5,-9.5,418.1246
-89.5,-8.5,418.1246
