lat,lon,mean_co2
-89.5,-179.5,401.1014636018086
-89.5,-178.5,401.1035889646813
-89.5,-177.5,401.1015091925881
-89.5,-176.5,401.10154602432
-89.5,-175.5,401.1015730652843
-89.5,-174.5,401.10160492722014
-89.5,-173.5,401.1016172531717
-89.5,-172.5,401.1037743366354
-89.5,-171.5,401.1038079861961
-89.5,-170.5,401.1017167731793
-89.5,-169.5,401.10387216152407
-89.5,-168.5,401.1017797844728
-89.5,-167.5,401.1039402875224
-89.5,-166.5,401.1039735504055
-89.5,-165.5,401.1018650505182
-89.5,-164.5,401.1018872337834
-89.5,-163.5,401.1040759080976
-89.5,-162.5,401.1041113633877
-89.5,-161.5,401.101978138543
-89.5,-160.5,401.104184028236
-89.5,-159.5,401.1042153895952
-89.5,-158.5,401.1042524065901
-89.5,-157.5,401.1020980208343
-89.5,-156.5,401.10213676368255
-89.5,-155.5,401.1021731111149
-89.5,-154.5,401.1043974607051
-89.5,-153.5,401.1022340412712
-89.5,-152.5,401.1022587434812
-89.5,-151.5,401.1022925466216
-89.5,-150.5,401.1023207381946
-89.5,-149.5,401.10235703584624
-89.5,-148.5,401.10238812630325
-89.5,-147.5,401.1046473869987
-89.5,-146.5,401.1024529608935
-89.5,-145.5,401.102478874137
-89.5,-144.5,401.10250908042417
-89.5,-143.5,401.132002563926
-89.5,-142.5,401.134458055828
-89.5,-141.5,401.13204118613953
-89.5,-140.5,401.1344972335597
-89.5,-139.5,401.1320632780868
-89.5,-138.5,401.1320876771856
-89.5,-137.5,401.13209675491765
-89.5,-136.5,401.1345660315935
-89.5,-135.5,401.1345813246326
-89.5,-134.5,401.1321442001045
-89.5,-133.5,401.1346224599242
-89.5,-132.5,401.1321735457533
-89.5,-131.5,401.1321905435781
-89.5,-130.5,401.1322046844392
-89.5,-129.5,401.132208041205
-89.5,-128.5,401.1322326556073
-89.5,-127.5,401.1322396271225
-89.5,-126.5,401.1322442354832
-89.5,-125.5,401.1347423942877
-89.5,-124.5,401.1347608035008
-89.5,-123.5,401.134770365128
-89.5,-122.5,401.1322975422361
-89.5,-121.5,401.1323090152945
-89.5,-120.5,401.1348123199726
-89.5,-119.5,401.1323233476787
-89.5,-118.5,401.1348373949976
-89.5,-117.5,401.1323431050072
-89.5,-116.5,401.1348644318277
-89.5,-115.5,401.132369846125
-89.5,-114.5,401.132386095148
-89.5,-113.5,401.1323819418483
-89.5,-112.5,401.1323915244489
-89.5,-111.5,401.1324094976548
-89.5,-110.5,401.1324126666466
-89.5,-109.5,401.1456213124815
-89.5,-108.5,401.1349447689148
-89.5,-107.5,401.1349495673172
-89.5,-106.5,401.13496081118655
-89.5,-105.5,401.1324427747934
-89.5,-104.5,401.13497752172617
-89.5,-103.5,401.1324535058614
-89.5,-102.5,401.1349889510943
-89.5,-101.5,401.1324645126723
-89.5,-100.5,401.1350031181818
-89.5,-99.5,401.1324775146331
-89.5,-98.5,401.1324774907396
-89.5,-97.5,401.13247360705947
-89.5,-96.5,401.13502275789017
-89.5,-95.5,401.13248733354834
-89.5,-94.5,401.1350309510044
-89.5,-93.5,401.132488436282
-89.5,-92.5,401.13504271592205
-89.5,-91.5,401.1324845904536
-89.5,-90.5,401.1350414604276
-89.5,-89.5,401.13249684570513
-89.5,-88.5,401.1324938721069
-89.5,-87.5,401.1350490673758
-89.5,-86.5,401.1324877834909
-89.5,-85.5,401.1324792826039
-89.5,-84.5,401.1324860199809
-89.5,-83.5,401.1350476813965
-89.5,-82.5,401.13247567372434
-89.5,-81.5,401.132479702962
-89.5,-80.5,401.1324738587505
-89.5,-79.5,401.1350446221847
-89.5,-78.5,401.1324702748034
-89.5,-77.5,401.1324737134319
-89.5,-76.5,401.1324665255144
-89.5,-75.5,401.1324675398686
-89.5,-74.5,401.1350224357718
-89.5,-73.5,401.132446305291
-89.5,-72.5,401.13244075512125
-89.5,-71.5,401.1481602402964
-89.5,-70.5,401.1507956203546
-89.5,-69.5,401.14814547810886
-89.5,-68.5,401.15078129177255
-89.5,-67.5,401.1481283443194
-89.5,-66.5,401.1507648614989
-89.5,-65.5,401.1481174657034
-89.5,-64.5,401.1481082963552
-89.5,-63.5,401.1480958190831
-89.5,-62.5,401.150738969288
-89.5,-61.5,401.14807951317226
-89.5,-60.5,401.1507141921288
-89.5,-59.5,401.14806052939
-89.5,-58.5,401.148056996509
-89.5,-57.5,401.14803663806873
-89.5,-56.5,401.1480322907669
-89.5,-55.5,401.1480144195238
-89.5,-54.5,401.15065260938593
-89.5,-53.5,401.15064231067765
-89.5,-52.5,401.1479776545765
-89.5,-51.5,401.1479772823287
-89.5,-50.5,401.1479592089372
-89.5,-49.5,401.1479570527272
-89.5,-48.5,401.1479322846298
-89.5,-47.5,401.1505674458141
-89.5,-46.5,401.1479059478349
-89.5,-45.5,401.1505441217802
-89.5,-44.5,401.15052693932256
-89.5,-43.5,401.1505153573672
-89.5,-42.5,401.150497047377
-89.5,-41.5,401.14784009792686
-89.5,-40.5,401.1504700674424
-89.5,-39.5,401.1504560703983
-89.5,-38.5,401.1504410763579
-89.5,-37.5,401.1478009834322
-89.5,-36.5,401.14778373403567
-89.5,-35.5,401.1477565863145
-89.5,-34.5,401.1503779840301
-89.5,-33.5,401.14772584736943
-89.5,-32.5,401.1477127405889
-89.5,-31.5,401.14770001007344
-89.5,-30.5,401.1476942820138
-89.5,-29.5,401.1476828376671
-89.5,-28.5,401.1476504043085
-89.5,-27.5,401.14763963936286
-89.5,-26.5,401.1476375330716
-89.5,-25.5,401.15022609257215
-89.5,-24.5,401.1476002645109
-89.5,-23.5,401.1475861255206
-89.5,-22.5,401.1475653915923
-89.5,-21.5,401.1501561709883
-89.5,-20.5,401.15013777282616
-89.5,-19.5,401.1501210606546
-89.5,-18.5,401.1501020534645
-89.5,-17.5,401.1474759394807
-89.5,-16.5,401.1474584874728
-89.5,-15.5,401.14745953830567
-89.5,-14.5,401.1500244892797
-89.5,-13.5,401.1474100148784
-89.5,-12.5,401.147401586774
-89.5,-11.5,401.1499636430482
-89.5,-10.5,401.1473617712822
-89.5,-9.5,401.1473521980212
-89.5,-8.5,401.1499091825717
-89.5,-7.5,401.14988868628967
-89.5,-6.5,401.1473073528995
-89.5,-5.5,401.1472883838322
-89.5,-4.5,401.14982968666936
-89.5,-3.5,401.1498119288404
-89.5,-2.5,401.1472411060488
-89.5,-1.5,401.14722440747886
-89.5,-0.5,401.1471963534423
-89.5,0.5,401.12546027127456
-89.5,1.5,401.1231090865177
-89.5,2.5,401.1230765166613
-89.5,3.5,401.12537850921177
-89.5,4.5,401.12535297091466
-89.5,5.5,401.123005939766
-89.5,6.5,401.1229746755355
-89.5,7.5,401.1229527497396
-89.5,8.5,401.1229346370441
-89.5,9.5,401.1229076604067
-89.5,10.5,401.1251964518437
-89.5,11.5,401.1228800882672
-89.5,12.5,401.1228433297559
-89.5,13.5,401.1228328565233
-89.5,14.5,401.1227993879208
-89.5,15.5,401.1227936639129
-89.5,16.5,401.125044499108
-89.5,17.5,401.1227534390765
-89.5,18.5,401.1227281893156
-89.5,19.5,401.1227040161857
-89.5,20.5,401.1226934551939
-89.5,21.5,401.12265830721856
-89.5,22.5,401.12490310346647
-89.5,23.5,401.1248786826713
-89.5,24.5,401.1226197616255
-89.5,25.5,401.12258021561325
-89.5,26.5,401.1225601467453
-89.5,27.5,401.1225437795499
-89.5,28.5,401.1225284266957
-89.5,29.5,401.12250507462034
-89.5,30.5,401.1225069294151
-89.5,31.5,401.1247115978162
-89.5,32.5,401.1224791061944
-89.5,33.5,401.1246707648304
-89.5,34.5,401.124652122517
-89.5,35.5,401.12463224246073
-89.5,36.5,401.1224128387215
-89.5,37.5,401.1223825167324
-89.5,38.5,401.1223813787508
-89.5,39.5,401.1223625058987
-89.5,40.5,401.122349795754
-89.5,41.5,401.1223484211675
