lat,lon,mean_co2
-89.5,-179.5,405.908873227629
-89.5,-178.5,405.9043438400547
-89.5,-177.5,405.9089577290331
-89.5,-176.5,405.9089948883647
-89.5,-175.5,405.9090448726516
-89.5,-174.5,405.9090815499336
-89.5,-173.5,405.9091280078336
-89.5,-172.5,405.9046010725085
-89.5,-171.5,405.9046456821279
-89.5,-170.5,405.90926047145297
-89.5,-169.5,405.9047283737037
-89.5,-168.5,405.90934354859655
-89.5,-167.5,405.9048211717089
-89.5,-166.5,405.9048667551894
-89.5,-165.5,405.90947804847406
-89.5,-164.5,405.90952401385687
-89.5,-163.5,405.9049978325433
-89.5,-162.5,405.9050399132493
-89.5,-161.5,405.9096570201448
-89.5,-160.5,405.9051335325496
-89.5,-159.5,405.9051771864572
-89.5,-158.5,405.90522163105953
-89.5,-157.5,405.9098327106908
-89.5,-156.5,405.90987907237127
-89.5,-155.5,405.9099225946984
-89.5,-154.5,405.9054000689342
-89.5,-153.5,405.91001539523626
-89.5,-152.5,405.91005819311584
-89.5,-151.5,405.9101020143604
-89.5,-150.5,405.9101469010557
-89.5,-149.5,405.9101896436536
-89.5,-148.5,405.91023328480566
-89.5,-147.5,405.9057047819284
-89.5,-146.5,405.9103180681684
-89.5,-145.5,405.9103644554933
-89.5,-144.5,405.91040808966216
-89.5,-143.5,405.9459874774678
-89.5,-142.5,405.9413589170411
-89.5,-141.5,405.9460321837257
-89.5,-140.5,405.94140069396207
-89.5,-139.5,405.9460780926665
-89.5,-138.5,405.9461000860361
-89.5,-137.5,405.9461189110343
-89.5,-136.5,405.9414715931399
-89.5,-135.5,405.9414915379336
-89.5,-134.5,405.94617908627646
-89.5,-133.5,405.9415178956125
-89.5,-132.5,405.94621657303264
-89.5,-131.5,405.9462372444187
-89.5,-130.5,405.94625093570266
-89.5,-129.5,405.946266192637
-89.5,-128.5,405.9462871586666
-89.5,-127.5,405.9463039057344
-89.5,-126.5,405.9463190322074
-89.5,-125.5,405.9416335131166
-89.5,-124.5,405.9416460907804
-89.5,-123.5,405.9416561468472
-89.5,-122.5,405.9463792101001
-89.5,-121.5,405.9463860308519
-89.5,-120.5,405.94168762242737
-89.5,-119.5,405.9464164830536
-89.5,-118.5,405.9417027332799
-89.5,-117.5,405.9464411824581
-89.5,-116.5,405.9417186719932
-89.5,-115.5,405.9464569953198
-89.5,-114.5,405.9464669556456
-89.5,-113.5,405.9464798250635
-89.5,-112.5,405.94648690183743
-89.5,-111.5,405.9464973155087
-89.5,-110.5,405.9465020312592
-89.5,-109.5,405.8970077774456
-89.5,-108.5,405.94176182896615
-89.5,-107.5,405.94176298090485
-89.5,-106.5,405.9417611333832
-89.5,-105.5,405.9465368272107
-89.5,-104.5,405.94176592408775
-89.5,-103.5,405.9465457439138
-89.5,-102.5,405.9417683783158
-89.5,-101.5,405.9465478409653
-89.5,-100.5,405.9417618686608
-89.5,-99.5,405.9465540458917
-89.5,-98.5,405.94655605407934
-89.5,-97.5,405.94655490301386
-89.5,-96.5,405.9417560514195
-89.5,-95.5,405.946557279095
-89.5,-94.5,405.941740896703
-89.5,-93.5,405.94655476520256
-89.5,-92.5,405.9417298611149
-89.5,-91.5,405.94654834152817
-89.5,-90.5,405.9417198544579
-89.5,-89.5,405.94654562166886
-89.5,-88.5,405.946538843724
-89.5,-87.5,405.9416901944693
-89.5,-86.5,405.946530056482
-89.5,-85.5,405.9465210256568
-89.5,-84.5,405.9465210215589
-89.5,-83.5,405.9416529227971
-89.5,-82.5,405.9465014812958
-89.5,-81.5,405.9464994755736
-89.5,-80.5,405.9464874094111
-89.5,-79.5,405.9416068067296
-89.5,-78.5,405.94646980013846
-89.5,-77.5,405.94645886193007
-89.5,-76.5,405.9464515691252
-89.5,-75.5,405.9464387457269
-89.5,-74.5,405.9415353274396
-89.5,-73.5,405.9464138313528
-89.5,-72.5,405.9464018210787
-89.5,-71.5,405.96548982767007
-89.5,-70.5,405.9605869175724
-89.5,-69.5,405.9654686808428
-89.5,-68.5,405.9605580220598
-89.5,-67.5,405.96544436428576
-89.5,-66.5,405.9605233684498
-89.5,-65.5,405.9654260230129
-89.5,-64.5,405.96541507159753
-89.5,-63.5,405.9654055174228
-89.5,-62.5,405.9604675149766
-89.5,-61.5,405.9653793963975
-89.5,-60.5,405.9604280409986
-89.5,-59.5,405.9653576507865
-89.5,-58.5,405.9653449943258
-89.5,-57.5,405.9653305707752
-89.5,-56.5,405.9653158841732
-89.5,-55.5,405.9653025434674
-89.5,-54.5,405.96032015628737
-89.5,-53.5,405.960299094193
-89.5,-52.5,405.96526168427965
-89.5,-51.5,405.9652420960242
-89.5,-50.5,405.9652319921445
-89.5,-49.5,405.9652134839141
-89.5,-48.5,405.9651982596515
-89.5,-47.5,405.96017983860304
-89.5,-46.5,405.9651664295799
-89.5,-45.5,405.9601394400362
-89.5,-44.5,405.9601182403543
-89.5,-43.5,405.9600944684007
-89.5,-42.5,405.9600743047154
-89.5,-41.5,405.96507966678513
-89.5,-40.5,405.96003003659786
-89.5,-39.5,405.9600049407079
-89.5,-38.5,405.9599832952188
-89.5,-37.5,405.96500566534127
-89.5,-36.5,405.96498554697786
-89.5,-35.5,405.9649688938233
-89.5,-34.5,405.9598946087887
-89.5,-33.5,405.9649257803658
-89.5,-32.5,405.96491161009095
-89.5,-31.5,405.96488940250026
-89.5,-30.5,405.9648687454553
-89.5,-29.5,405.96484888703554
-89.5,-28.5,405.96483081913846
-89.5,-27.5,405.9648073021247
-89.5,-26.5,405.964786489608
-89.5,-25.5,405.9596799696217
-89.5,-24.5,405.96474334352695
-89.5,-23.5,405.9647238715695
-89.5,-22.5,405.9646979811001
-89.5,-21.5,405.95958796063377
-89.5,-20.5,405.9595602894273
-89.5,-19.5,405.9595366043122
-89.5,-18.5,405.9595071484568
-89.5,-17.5,405.9645929059903
-89.5,-16.5,405.96457155958313
-89.5,-15.5,405.964547986489
-89.5,-14.5,405.95941367237015
-89.5,-13.5,405.9645052052401
-89.5,-12.5,405.964483046576
-89.5,-11.5,405.9593393566353
-89.5,-10.5,405.9644371646372
-89.5,-9.5,405.96441603466434
-89.5,-8.5,405.959266575098
-89.5,-7.5,405.9592390352192
-89.5,-6.5,405.9643432380536
-89.5,-5.5,405.9643196058272
-89.5,-4.5,405.9591727877401
-89.5,-3.5,405.9591483493786
-89.5,-2.5,405.9642572593478
-89.5,-1.5,405.9642305759087
-89.5,-0.5,405.9642089187036
-89.5,0.5,405.92962813948907
-89.5,1.5,405.9348313038787
-89.5,2.5,405.93479272018726
-89.5,3.5,405.92950457893306
-89.5,4.5,405.92946342987983
-89.5,5.5,405.9346697948438
-89.5,6.5,405.93462965075497
-89.5,7.5,405.9345880051047
-89.5,8.5,405.934550544472
-89.5,9.5,405.934510605223
-89.5,10.5,405.9292193167122
-89.5,11.5,405.934433642501
-89.5,12.5,405.9343960517632
-89.5,13.5,405.9343532286918
-89.5,14.5,405.9343172805198
-89.5,15.5,405.9342733594062
-89.5,16.5,405.92898975303785
-89.5,17.5,405.9342016359516
-89.5,18.5,405.93416855562594
-89.5,19.5,405.9341290388703
-89.5,20.5,405.9340942437278
-89.5,21.5,405.9340658537122
-89.5,22.5,405.9287829681765
-89.5,23.5,405.9287439860455
-89.5,24.5,405.93395974775257
-89.5,25.5,405.93392281822486
-89.5,26.5,405.93389520442486
-89.5,27.5,405.933857509263
-89.5,28.5,405.9338271899912
-89.5,29.5,405.9337934346922
-89.5,30.5,405.9337608875675
-89.5,31.5,405.9284892753806
-89.5,32.5,405.93369670975824
-89.5,33.5,405.9284366260207
-89.5,34.5,405.9284108401423
