lat,lon,mean_co2
-89.5,-179.5,410.5376681515816
-89.5,-178.5,410.53183136693286
-89.5,-177.5,410.5376073335816
-89.5,-176.5,410.5376156439889
-89.5,-175.5,410.5375982442155
-89.5,-174.5,410.5375724683129
-89.5,-173.5,410.5375206050997
-89.5,-172.5,410.5317617380801
-89.5,-171.5,410.5317509538217
-89.5,-170.5,410.5375170654408
-89.5,-169.5,410.5317350116439
-89.5,-168.5,410.5374825887439
-89.5,-167.5,410.5317206521334
-89.5,-166.5,410.5317195531662
-89.5,-165.5,410.5374468360474
-89.5,-164.5,410.53740609929486
-89.5,-163.5,410.5317086845875
-89.5,-162.5,410.5317016347616
-89.5,-161.5,410.5373726617721
-89.5,-160.5,410.53170079073686
-89.5,-159.5,410.5316972674048
-89.5,-158.5,410.5317005498853
-89.5,-157.5,410.537352505017
-89.5,-156.5,410.5373728191284
-89.5,-155.5,410.53737414176834
-89.5,-154.5,410.5317139045968
-89.5,-153.5,410.5373623084718
-89.5,-152.5,410.5373499383912
-89.5,-151.5,410.5373536679174
-89.5,-150.5,410.5373526838422
-89.5,-149.5,410.5373643405101
-89.5,-148.5,410.53736232268506
-89.5,-147.5,410.5317671642831
-89.5,-146.5,410.5373815271803
-89.5,-145.5,410.5373643205575
-89.5,-144.5,410.53737468973145
-89.5,-143.5,410.5706125546701
-89.5,-142.5,410.5651767874634
-89.5,-141.5,410.5706343400298
-89.5,-140.5,410.56517450696407
-89.5,-139.5,410.5705979953281
-89.5,-138.5,410.5706212047352
-89.5,-137.5,410.5705897619538
-89.5,-136.5,410.56517976225456
-89.5,-135.5,410.5651828592357
-89.5,-134.5,410.5705936732261
-89.5,-133.5,410.5651860920342
-89.5,-132.5,410.57060956845805
-89.5,-131.5,410.5706107945904
-89.5,-130.5,410.57062497662497
-89.5,-129.5,410.5705989840032
-89.5,-128.5,410.57063317939145
-89.5,-127.5,410.5706047923871
-89.5,-126.5,410.5706006272057
-89.5,-125.5,410.5652325902408
-89.5,-124.5,410.56524047520776
-89.5,-123.5,410.565248591353
-89.5,-122.5,410.570657365009
-89.5,-121.5,410.5706296307884
-89.5,-120.5,410.5652761239747
-89.5,-119.5,410.5706458910109
-89.5,-118.5,410.5652984594635
-89.5,-117.5,410.57067740714194
-89.5,-116.5,410.5653190138128
-89.5,-115.5,410.5707038798443
-89.5,-114.5,410.570742353429
-89.5,-113.5,410.5707139141306
-89.5,-112.5,410.5707436903208
-89.5,-111.5,410.5707847787747
-89.5,-110.5,410.5707941582496
-89.5,-109.5,410.5645361924711
-89.5,-108.5,410.56542859514377
-89.5,-107.5,410.565446230829
-89.5,-106.5,410.5654585312595
-89.5,-105.5,410.5708659435711
-89.5,-104.5,410.5654945296751
-89.5,-103.5,410.57089262453417
-89.5,-102.5,410.5655253167082
-89.5,-101.5,410.57094035480543
-89.5,-100.5,410.5655662405301
-89.5,-99.5,410.5709961144192
-89.5,-98.5,410.571001161641
-89.5,-97.5,410.5710027547327
-89.5,-96.5,410.56564383582
-89.5,-95.5,410.5710762009463
-89.5,-94.5,410.5656842135682
-89.5,-93.5,410.5711233759133
-89.5,-92.5,410.56572372167216
-89.5,-91.5,410.5711310168353
-89.5,-90.5,410.5657686228741
-89.5,-89.5,410.57122105676143
-89.5,-88.5,410.5712474635817
-89.5,-87.5,410.56583542644097
-89.5,-86.5,410.5712720902924
-89.5,-85.5,410.5712803221016
-89.5,-84.5,410.5713324339821
-89.5,-83.5,410.5659313710619
-89.5,-82.5,410.5713658229468
-89.5,-81.5,410.5714180943079
-89.5,-80.5,410.5714251221615
-89.5,-79.5,410.5660322272344
-89.5,-78.5,410.5714925064682
-89.5,-77.5,410.5715546364866
-89.5,-76.5,410.5715798027743
-89.5,-75.5,410.5716105951018
-89.5,-74.5,410.5661586591613
-89.5,-73.5,410.5716431012268
-89.5,-72.5,410.5716701086203
-89.5,-71.5,410.5898813201853
-89.5,-70.5,410.58441508078886
-89.5,-69.5,410.5899539281593
-89.5,-68.5,410.5844607589406
-89.5,-67.5,410.5899944267304
