lat,lon,mean_co2
-89.5,-179.5,418.0388061978197
-89.5,-178.5,418.0424531226197
-89.5,-177.5,418.03886359577456
-89.5,-176.5,418.0388660444445
-89.5,-175.5,418.0388916125191
-89.5,-174.5,418.038922337846
-89.5,-173.5,418.0389743671824
-89.5,-172.5,418.0426112686352
-89.5,-171.5,418.0426383088649
-89.5,-170.5,418.03903780337873
-89.5,-169.5,418.0427056928472
-89.5,-168.5,418.0391091992252
-89.5,-167.5,418.0427757385662
-89.5,-166.5,418.0428100854653
-89.5,-165.5,418.0392331742188
-89.5,-164.5,418.0392883971661
-89.5,-163.5,418.0429356798678
-89.5,-162.5,418.0429792790462
-89.5,-161.5,418.03942418991886
-89.5,-160.5,418.0430650215175
-89.5,-159.5,418.04311488155975
-89.5,-158.5,418.04316069213394
-89.5,-157.5,418.03961469642087
-89.5,-156.5,418.0396512563015
-89.5,-155.5,418.0397071619072
-89.5,-154.5,418.04336334896107
-89.5,-153.5,418.03981832418623
-89.5,-152.5,418.039884728364
-89.5,-151.5,418.0399382651764
-89.5,-150.5,418.0399996488108
-89.5,-149.5,418.0400565784663
-89.5,-148.5,418.0401238646126
-89.5,-147.5,418.0437661495123
-89.5,-146.5,418.0402404753685
-89.5,-145.5,418.04031996771295
-89.5,-144.5,418.0403858750254
-89.5,-143.5,418.0844864899146
-89.5,-142.5,418.08801506281736
-89.5,-141.5,418.0845383990664
-89.5,-140.5,418.0880833666787
-89.5,-139.5,418.084638985004
-89.5,-138.5,418.0846567043535
-89.5,-137.5,418.08471635765176
-89.5,-136.5,418.08822934735423
-89.5,-135.5,418.0882610971688
-89.5,-134.5,418.0848386779508
-89.5,-133.5,418.0883433494701
-89.5,-132.5,418.0849140174794
-89.5,-131.5,418.0849592911304
-89.5,-130.5,418.0849961755506
-89.5,-129.5,418.0850580089694
-89.5,-128.5,418.08508605191696
-89.5,-127.5,418.08514622278926
-89.5,-126.5,418.085200053802
-89.5,-125.5,418.0886632668282
-89.5,-124.5,418.08870743894425
-89.5,-123.5,418.0887512829368
-89.5,-122.5,418.0853702557039
-89.5,-121.5,418.0854408991616
-89.5,-120.5,418.0888806673862
-89.5,-119.5,418.0855357609498
-89.5,-118.5,418.0889671035335
-89.5,-117.5,418.0856265456857
-89.5,-116.5,418.0890609996211
-89.5,-115.5,418.0857230017976
-89.5,-114.5,418.0857595571485
-89.5,-113.5,418.0858344786869
-89.5,-112.5,418.0858777642278
-89.5,-111.5,418.0859104679341
-89.5,-110.5,418.0859642905318
-89.5,-109.5,418.01753228623744
-89.5,-108.5,418.0894328177326
-89.5,-107.5,418.08947506053664
-89.5,-106.5,418.0895244544215
-89.5,-105.5,418.08622719424216
-89.5,-104.5,418.0896181028868
-89.5,-103.5,418.0863395808931
-89.5,-102.5,418.0897152471608
-89.5,-101.5,418.08644231986034
-89.5,-100.5,418.0898101923018
-89.5,-99.5,418.0865346954592
-89.5,-98.5,418.086595089693
-89.5,-97.5,418.0866590942005
-89.5,-96.5,418.0900035516818
-89.5,-95.5,418.0867481430498
