lat,lon,mean_co2
-89.5,-179.5,412.877821381156
-89.5,-178.5,412.8768367468269
-89.5,-177.5,412.8778436774294
-89.5,-176.5,412.87784745927576
-89.5,-175.5,412.8778589710007
-89.5,-174.5,412.87786786283135
-89.5,-173.5,412.8778949531418
-89.5,-172.5,412.8768728596011
-89.5,-171.5,412.87687900112815
-89.5,-170.5,412.8779261656349
-89.5,-169.5,412.87689780525295
-89.5,-168.5,412.8779616409894
-89.5,-167.5,412.87692903129823
-89.5,-166.5,412.8769398175036
-89.5,-165.5,412.8780213191688
-89.5,-164.5,412.8780510246172
-89.5,-163.5,412.8769899292252
-89.5,-162.5,412.8770101610992
-89.5,-161.5,412.8781272523361
-89.5,-160.5,412.87704825171926
-89.5,-159.5,412.8770715374507
-89.5,-158.5,412.8770929504298
-89.5,-157.5,412.8782318698867
-89.5,-156.5,412.8782529176169
-89.5,-155.5,412.8782866132042
-89.5,-154.5,412.8771910278152
-89.5,-153.5,412.8783525317923
-89.5,-152.5,412.8783885199603
-89.5,-151.5,412.878421767666
-89.5,-150.5,412.8784534580179
-89.5,-149.5,412.8784919109919
-89.5,-148.5,412.8785265911113
-89.5,-147.5,412.877404159583
-89.5,-146.5,412.8785986546943
-89.5,-145.5,412.8786437599311
-89.5,-144.5,412.8786829894904
-89.5,-143.5,412.912141427944
-89.5,-142.5,412.91084097837546
-89.5,-141.5,412.91217378792703
-89.5,-140.5,412.9108790590139
-89.5,-139.5,412.9122268395951
-89.5,-138.5,412.9122413728418
-89.5,-137.5,412.9122715240829
-89.5,-136.5,412.9109531024412
-89.5,-135.5,412.91097230866137
-89.5,-134.5,412.91234018369016
-89.5,-133.5,412.91101144275456
-89.5,-132.5,412.91239075326905
-89.5,-131.5,412.9124203746387
-89.5,-130.5,412.91244098246807
-89.5,-129.5,412.912476584188
-89.5,-128.5,412.9124968860439
-89.5,-127.5,412.9125301392274
-89.5,-126.5,412.9125621181077
-89.5,-125.5,412.9111995104906
-89.5,-124.5,412.91122178451343
-89.5,-123.5,412.9112466794394
-89.5,-122.5,412.9126705113949
-89.5,-121.5,412.9127080670603
-89.5,-120.5,412.9113254729045
-89.5,-119.5,412.9127707375827
-89.5,-118.5,412.9113830124853
-89.5,-117.5,412.9128270916873
-89.5,-116.5,412.9114416509194
-89.5,-115.5,412.9128948623163
-89.5,-114.5,412.912918922897
-89.5,-113.5,412.9129575130832
-89.5,-112.5,412.91299400270304
-89.5,-111.5,412.913018210694
-89.5,-110.5,412.9130530622343
-89.5,-109.5,412.8752518880127
-89.5,-108.5,412.9116806194785
-89.5,-107.5,412.91171635052535
-89.5,-106.5,412.91175111215216
-89.5,-105.5,412.91322351337135
-89.5,-104.5,412.9118143702489
-89.5,-103.5,412.9132946361784
-89.5,-102.5,412.9118807184784
-89.5,-101.5,412.9133592476959
-89.5,-100.5,412.911948267694
-89.5,-99.5,412.913428086248
-89.5,-98.5,412.9134644004567
-89.5,-97.5,412.9135067282196
-89.5,-96.5,412.9120842553066
-89.5,-95.5,412.9135708716012
-89.5,-94.5,412.91215791967056
-89.5,-93.5,412.9136403681711
-89.5,-92.5,412.9122265046559
-89.5,-91.5,412.9137208171337
-89.5,-90.5,412.9123015638768
-89.5,-89.5,412.9137846988275
-89.5,-88.5,412.9138172586409
-89.5,-87.5,412.9124091125774
-89.5,-86.5,412.91389851663735
-89.5,-85.5,412.9139362471682
-89.5,-84.5,412.9139700799642
-89.5,-83.5,412.91255593326144
-89.5,-82.5,412.91404257160406
-89.5,-81.5,412.91407365641857
-89.5,-80.5,412.914111921029
-89.5,-79.5,412.9127028999061
-89.5,-78.5,412.9141819779967
-89.5,-77.5,412.9142078159126
-89.5,-76.5,412.9142431343236
-89.5,-75.5,412.9142779086053
-89.5,-74.5,412.91288628333257
-89.5,-73.5,412.9143559392691
-89.5,-72.5,412.91439118732615
-89.5,-71.5,412.9325598129578
-89.5,-70.5,412.9310357407049
-89.5,-69.5,412.9326150975054
-89.5,-68.5,412.9310930546538
-89.5,-67.5,412.932671886051
-89.5,-66.5,412.93114977023646
-89.5,-65.5,412.9327282707425
-89.5,-64.5,412.9327556430056
-89.5,-63.5,412.9327874425615
-89.5,-62.5,412.9312708705327
-89.5,-61.5,412.9328424948956
-89.5,-60.5,412.9313316412618
-89.5,-59.5,412.9328971250519
-89.5,-58.5,412.93291778871657
-89.5,-57.5,412.9329486146407
-89.5,-56.5,412.9329743369428
-89.5,-55.5,412.9330071562478
-89.5,-54.5,412.93150839262256
-89.5,-53.5,412.9315378838552
-89.5,-52.5,412.9330878413656
-89.5,-51.5,412.9331029417332
-89.5,-50.5,412.93313389086575
-89.5,-49.5,412.9331511150725
-89.5,-48.5,412.9331874751551
-89.5,-47.5,412.9317099422379
-89.5,-46.5,412.9332341351728
-89.5,-45.5,412.9317627187641
-89.5,-44.5,412.931790990701
-89.5,-43.5,412.931823025024
-89.5,-42.5,412.9318504437084
-89.5,-41.5,412.9333467174204
-89.5,-40.5,412.9319023188269
-89.5,-39.5,412.9319283594101
-89.5,-38.5,412.931958700383
-89.5,-37.5,412.9334295491054
-89.5,-36.5,412.933450431786
-89.5,-35.5,412.933480477113
-89.5,-34.5,412.9320580736437
-89.5,-33.5,412.9335222908248
-89.5,-32.5,412.93353956864127
-89.5,-31.5,412.9335599512492
-89.5,-30.5,412.9335715946147
-89.5,-29.5,412.9335853737905
-89.5,-28.5,412.933613660733
-89.5,-27.5,412.9336265234355
-89.5,-26.5,412.9336416877295
-89.5,-25.5,412.93228030553706
-89.5,-24.5,412.9336781775864
-89.5,-23.5,412.9336922042096
-89.5,-22.5,412.93371317707664
-89.5,-21.5,412.9323640560029
-89.5,-20.5,412.93238407868654
-89.5,-19.5,412.9324067757034
-89.5,-18.5,412.93242592807616
-89.5,-17.5,412.9337872386832
